facet,year,series,value
Sub-Saharan Africa,1991,Ghana,75.8564437194127
Sub-Saharan Africa,1992,Ghana,75.4243001172664
Sub-Saharan Africa,1993,Ghana,74.99215651512
Sub-Saharan Africa,1994,Ghana,74.5600129129737
Sub-Saharan Africa,1995,Ghana,74.1278693108274
Sub-Saharan Africa,1996,Ghana,73.695725708681
Sub-Saharan Africa,1997,Ghana,73.2635821065347
Sub-Saharan Africa,1998,Ghana,72.8314385043883
Sub-Saharan Africa,1999,Ghana,72.399294902242
Sub-Saharan Africa,1999,Kenya,73.3835364011472
Sub-Saharan Africa,2000,Ghana,71.9671513000957
Sub-Saharan Africa,2000,Kenya,72.8360091202126
Sub-Saharan Africa,2001,Ghana,71.4319426020011
Sub-Saharan Africa,2001,Kenya,72.2884818392779
Sub-Saharan Africa,2001,South Africa,42.972886391324
Sub-Saharan Africa,2002,Ghana,70.8967339039065
Sub-Saharan Africa,2002,Kenya,71.7409545583432
Sub-Saharan Africa,2002,South Africa,43.2649623229158
Sub-Saharan Africa,2003,Ghana,70.361525205812
Sub-Saharan Africa,2003,Kenya,71.1934272774086
Sub-Saharan Africa,2003,South Africa,43.0048467790248
Sub-Saharan Africa,2004,Angola,68.9111852125414
Sub-Saharan Africa,2004,Ghana,69.8263165077174
Sub-Saharan Africa,2004,Kenya,70.6458999964739
Sub-Saharan Africa,2004,South Africa,42.2683896171024
Sub-Saharan Africa,2005,Angola,69.353960908966
Sub-Saharan Africa,2005,Ghana,69.2911078096228
Sub-Saharan Africa,2005,Kenya,70.0983727155393
Sub-Saharan Africa,2005,South Africa,41.5156483924457
Sub-Saharan Africa,2006,Angola,69.7967366053906
Sub-Saharan Africa,2006,Ghana,68.7558991115282
Sub-Saharan Africa,2006,Kenya,69.9345101247033
Sub-Saharan Africa,2006,South Africa,39.9233832085614
Sub-Saharan Africa,2007,Angola,70.2395123018152
Sub-Saharan Africa,2007,Ghana,68.1193293224407
Sub-Saharan Africa,2007,Kenya,69.7706475338673
Sub-Saharan Africa,2007,South Africa,38.6578397766708
Sub-Saharan Africa,2008,Angola,70.6822879982398
Sub-Saharan Africa,2008,Ghana,67.4827595333532
Sub-Saharan Africa,2008,Kenya,69.6067849430313
Sub-Saharan Africa,2008,South Africa,38.1681153064454
Sub-Saharan Africa,2009,Angola,71.1250636946644
Sub-Saharan Africa,2009,Ghana,66.8461897442657
Sub-Saharan Africa,2009,Kenya,69.4429223521953
Sub-Saharan Africa,2009,South Africa,37.5275021897507
Sub-Saharan Africa,2010,Angola,71.0740663796057
Sub-Saharan Africa,2010,Ghana,66.2096199551782
Sub-Saharan Africa,2010,Kenya,69.2790597613593
Sub-Saharan Africa,2010,South Africa,36.392060843384
Sub-Saharan Africa,2011,Angola,71.023069064547
Sub-Saharan Africa,2011,Ghana,65.3731901404045
Sub-Saharan Africa,2011,Kenya,69.1151971705233
Sub-Saharan Africa,2011,Nigeria,63.6057390082282
Sub-Saharan Africa,2011,South Africa,35.1029373352314
Sub-Saharan Africa,2011,Region average,61.5646923143539
Sub-Saharan Africa,2012,Angola,69.8135842873282
Sub-Saharan Africa,2012,Ghana,64.5367603256309
Sub-Saharan Africa,2012,Kenya,68.9513345796873
Sub-Saharan Africa,2012,Nigeria,62.4507103551383
Sub-Saharan Africa,2012,South Africa,34.942322009107
Sub-Saharan Africa,2012,Region average,60.9401520028439
Sub-Saharan Africa,2013,Angola,68.6040995101095
Sub-Saharan Africa,2013,Ghana,63.7003305108572
Sub-Saharan Africa,2013,Kenya,68.7874719888513
Sub-Saharan Africa,2013,Nigeria,61.2956817020484
Sub-Saharan Africa,2013,South Africa,34.5054038290475
Sub-Saharan Africa,2013,Region average,60.2695612156779
Sub-Saharan Africa,2014,Angola,67.3946147328908
Sub-Saharan Africa,2014,Ghana,63.4003930887548
Sub-Saharan Africa,2014,Kenya,68.6236093980153
Sub-Saharan Africa,2014,Nigeria,60.2375125378381
Sub-Saharan Africa,2014,South Africa,32.9028682004564
Sub-Saharan Africa,2014,Region average,59.5102595006819
Sub-Saharan Africa,2015,Angola,67.0534243727639
Sub-Saharan Africa,2015,Ghana,63.1004556666524
Sub-Saharan Africa,2015,Kenya,68.4597468071793
Sub-Saharan Africa,2015,Nigeria,59.1793433736278
Sub-Saharan Africa,2015,South Africa,32.6654729078035
Sub-Saharan Africa,2015,Region average,59.1231969111909
Sub-Saharan Africa,2016,Angola,66.7122340126371
Sub-Saharan Africa,2016,Ghana,61.8597439522353
Sub-Saharan Africa,2016,Kenya,68.2958842163433
Sub-Saharan Africa,2016,Nigeria,58.1211742094175
Sub-Saharan Africa,2016,South Africa,32.5806261386173
Sub-Saharan Africa,2016,Region average,58.8494387143417
Sub-Saharan Africa,2017,Angola,66.3710436525103
Sub-Saharan Africa,2017,Ghana,60.6190322378183
Sub-Saharan Africa,2017,Kenya,67.9355805937301
Sub-Saharan Africa,2017,Nigeria,59.4798756537973
Sub-Saharan Africa,2017,South Africa,31.7094375036994
Sub-Saharan Africa,2017,Region average,58.9263212032954
Sub-Saharan Africa,2018,Angola,66.0298532923834
Sub-Saharan Africa,2018,Ghana,60.1218924450483
Sub-Saharan Africa,2018,Kenya,67.5752769711169
Sub-Saharan Africa,2018,Nigeria,60.8385770981772
Sub-Saharan Africa,2018,South Africa,31.0906405830345
Sub-Saharan Africa,2018,Region average,58.5882124286541
Sub-Saharan Africa,2019,Angola,65.6886629322566
Sub-Saharan Africa,2019,Ghana,59.6247526522783
Sub-Saharan Africa,2019,Kenya,67.2149733485037
Sub-Saharan Africa,2019,Nigeria,62.1972785425571
Sub-Saharan Africa,2019,South Africa,30.3011422797551
Sub-Saharan Africa,2019,Region average,58.221653423577
Sub-Saharan Africa,2020,Angola,65.2376706101273
Sub-Saharan Africa,2020,Ghana,59.1276128595083
Sub-Saharan Africa,2020,Kenya,67.0613088302021
Sub-Saharan Africa,2020,Nigeria,64.1984153296
Sub-Saharan Africa,2020,South Africa,28.7010313507466
Sub-Saharan Africa,2020,Region average,57.9516995756436
Sub-Saharan Africa,2021,Angola,64.7866782879981
Sub-Saharan Africa,2021,Ghana,58.6304730667383
Sub-Saharan Africa,2021,Kenya,66.9076443119005
Sub-Saharan Africa,2021,Nigeria,66.1995521166429
Sub-Saharan Africa,2021,South Africa,26.8358017577758
Sub-Saharan Africa,2021,Region average,57.6375592837165
Sub-Saharan Africa,2022,Angola,63.252605349174
Sub-Saharan Africa,2022,Ghana,58.761422935771
Sub-Saharan Africa,2022,Nigeria,68.2006889036858
Sub-Saharan Africa,2022,South Africa,26.1425398079739
Sub-Saharan Africa,2022,Region average,55.5807021690829
Sub-Saharan Africa,2023,Nigeria,70.2031256521489
Sub-Saharan Africa,2023,South Africa,25.7537623642716
Western,1980,Spain,72.1610928868734
Western,1980,US,69.6119987018172
Western,1981,Spain,71.2636502533137
Western,1981,US,69.2350182084693
Western,1982,Spain,70.3662076197541
Western,1982,US,68.5205373335892
Western,1983,Germany,71.5641925010164
Western,1983,Netherlands,85.4707077712925
Western,1983,Spain,69.4687649861944
Western,1983,US,67.6364414838888
Western,1984,France,77.4518660192093
Western,1984,Germany,71.7809876528876
Western,1984,Netherlands,83.7164194358222
Western,1984,Spain,68.5713223526348
Western,1984,US,66.6498701253246
Western,1985,France,76.8001271776386
Western,1985,Germany,71.8501448721707
Western,1985,Netherlands,81.9621311003518
Western,1985,Spain,67.6738797190751
Western,1985,US,65.8765612903221
Western,1986,France,76.148388336068
Western,1986,Germany,71.4499751008134
Western,1986,Netherlands,80.2078427648815
Western,1986,Spain,66.2076996390429
Western,1986,US,65.2143807554644
Western,1986,Region average,70.7701918773805
Western,1987,Denmark,69.6244855967078
Western,1987,France,75.4966494944973
Western,1987,Germany,70.2725376950569
Western,1987,Netherlands,78.4535544294112
Western,1987,Spain,64.7415195590107
Western,1987,US,64.706428657215
Western,1987,Region average,69.6376837442388
Western,1988,Denmark,69.127037037037
Western,1988,France,74.8449106529266
Western,1988,Germany,69.824756547519
Western,1988,Netherlands,77.0453655975402
Western,1988,Spain,63.2753394789784
Western,1988,US,64.2230443926171
Western,1988,Region average,68.723748275656
Western,1989,Denmark,68.6295884773662
Western,1989,France,74.193171811356
Western,1989,Germany,70.1671082308822
Western,1989,Netherlands,75.6371767656693
Western,1989,Spain,61.8091593989462
Western,1989,US,63.6927949157716
Western,1989,Region average,67.9087234964855
Western,1990,Denmark,68.1321399176955
Western,1990,France,73.5414329697853
Western,1990,Germany,69.0304893400414
Western,1990,Netherlands,74.2289879337984
Western,1990,Spain,60.342979318914
Western,1990,US,63.1918949449028
Western,1990,Region average,66.9124960837865
Western,1991,Denmark,67.6346913580247
Western,1991,France,72.6739733748059
Western,1991,Germany,68.8210071257049
Western,1991,Netherlands,74.9575562283537
Western,1991,Spain,59.2149181097033
Western,1991,US,62.6332908914814
Western,1991,Region average,66.3073421508114
Western,1992,Denmark,67.1372427983539
Western,1992,Finland,68.9235855256607
Western,1992,France,71.8065137798264
Western,1992,Germany,69.4960136337362
Western,1992,Netherlands,75.686124522909
Western,1992,Spain,58.0868569004927
Western,1992,UK,70.3926895377851
Western,1992,US,61.8770247645509
Western,1992,Region average,66.6852576555114
Western,1993,Denmark,66.078953960302
Western,1993,Finland,68.6140077925328
Western,1993,France,70.939054184847
Western,1993,Germany,69.2895131672954
Western,1993,Netherlands,76.4146928174644
Western,1993,Spain,56.958795691282
Western,1993,UK,70.3505176169284
Western,1993,US,61.0049167445285
Western,1993,Region average,66.3493165050491
Western,1994,Denmark,65.0206651222501
Western,1994,Finland,67.9799250896819
Western,1994,France,70.0715945898675
Western,1994,Germany,69.4451250179794
Western,1994,Netherlands,76.3193774205467
Western,1994,Spain,56.5495809146437
Western,1994,UK,69.7510665115629
Western,1994,US,60.2917149833895
Western,1994,Region average,65.7530096137476
Western,1995,Denmark,63.9623762841982
Western,1995,Finland,67.4758249464216
Western,1995,France,69.2041349948881
Western,1995,Germany,69.2517631507335
Western,1995,Netherlands,76.2240620236291
Western,1995,Spain,56.1403661380054
Western,1995,UK,68.8962841629422
Western,1995,US,60.4702723215002
Western,1995,Region average,65.2754562812587
Western,1996,Denmark,63.7982612399505
Western,1996,Finland,67.2136734628138
Western,1996,France,68.3366753999086
Western,1996,Germany,67.9470642258531
Western,1996,Netherlands,76.1287466267115
Western,1996,Spain,55.731151361367
Western,1996,UK,68.0415018143215
Western,1996,US,61.2073884376842
Western,1996,Region average,64.8062526231949
Western,1997,Denmark,63.6341461957027
Western,1997,Finland,67.0863399173957
Western,1997,France,67.1693861444075
Western,1997,Germany,67.6967625054534
Western,1997,Netherlands,76.0334312297939
Western,1997,Spain,55.3219365847287
Western,1997,UK,66.75865608483
Western,1997,US,61.992018614991
Western,1997,Region average,64.4452881627105
Western,1998,Denmark,63.4700311514549
Western,1998,Finland,66.9828238557768
Western,1998,France,66.9439134275461
Western,1998,Germany,68.4313152248637
Western,1998,Netherlands,75.9381158328763
Western,1998,Spain,54.9127218080904
Western,1998,UK,66.3937819371191
Western,1998,US,62.3271169362177
Western,1998,Region average,64.3208499477124
Western,1999,Denmark,63.3059161072071
Western,1999,Finland,66.7888805073602
Western,1999,France,66.601400198962
Western,1999,Germany,67.9173043866161
Western,1999,Netherlands,75.8428004359587
Western,1999,Poland,74.669111705906
Western,1999,Spain,54.503507031452
Western,1999,UK,65.9303942748912
Western,1999,US,61.9873643338096
Western,1999,Region average,64.8833537476194
Western,2000,Canada,61.5381572442636
Western,2000,Denmark,63.1418010629593
Western,2000,Finland,66.5713885306633
Western,2000,France,66.9605052633441
Western,2000,Germany,66.8531883246707
Western,2000,Netherlands,75.2132295310347
Western,2000,Poland,73.9147564672732
Western,2000,Spain,54.0942922548137
Western,2000,UK,65.7860592932004
Western,2000,US,61.7060880514843
Western,2000,Region average,64.2890052885659
Western,2001,Canada,61.1654334005351
Western,2001,Denmark,62.973666703086
Western,2001,Finland,66.5043174636084
Western,2001,France,67.2690046794886
Western,2001,Germany,66.2690011326249
Western,2001,Netherlands,74.5836586261108
Western,2001,Poland,73.1604012286403
Western,2001,Spain,53.6850774781754
Western,2001,UK,65.6417243115096
Western,2001,US,61.5160917376282
Western,2001,Region average,63.8718332573726
Western,2002,Canada,60.6750785565686
Western,2002,Denmark,62.8055323432126
Western,2002,Finland,66.4753394303487
Western,2002,France,68.402681674222
Western,2002,Germany,65.7450397179742
Western,2002,Netherlands,73.9540877211869
Western,2002,Poland,72.4060459900075
Western,2002,Spain,53.2758627015371
Western,2002,UK,65.4973893298188
Western,2002,US,61.5384259522656
Western,2002,Region average,63.5329839891052
Western,2003,Canada,60.1235101633419
Western,2003,Denmark,62.6373979833393
Western,2003,Finland,66.3285599768145
Western,2003,France,69.6888446205026
Western,2003,Germany,64.7668756961886
Western,2003,Netherlands,73.324516816263
Western,2003,Poland,71.6516907513746
Western,2003,Spain,52.8666479248987
Western,2003,UK,65.353054348128
Western,2003,US,61.620400235911
Western,2003,Region average,63.302264185879
Western,2004,Canada,59.6646864294872
Western,2004,Denmark,62.4692636234659
Western,2004,Finland,66.2413115488096
Western,2004,France,69.3944414351714
Western,2004,Germany,62.4174306967788
Western,2004,Netherlands,72.6949459113391
Western,2004,Poland,70.8973355127418
Western,2004,Spain,52.4574331482604
Western,2004,UK,65.207985174042
Western,2004,US,61.603620759624
Western,2004,Region average,62.5860891084732
Western,2005,Canada,59.6829465425967
Western,2005,Denmark,62.404540412382
Western,2005,Finland,66.2370274715465
Western,2005,France,68.8285639404122
Western,2005,Germany,60.3097598328602
Western,2005,Netherlands,68.8413765997628
Western,2005,Poland,66.9961951751505
Western,2005,Spain,47.8897136135108
Western,2005,UK,65.4796439379741
Western,2005,US,61.5042486791532
Western,2005,Region average,61.398141890566
Western,2006,Canada,59.0728368168965
Western,2006,Denmark,62.339817201298
Western,2006,Finland,66.2553034519815
Western,2006,France,68.1984871188789
Western,2006,Germany,60.2956547602786
Western,2006,Netherlands,66.8654055296219
Western,2006,Poland,66.7037946834044
Western,2006,Spain,47.2683400152651
Western,2006,UK,65.1774857726975
Western,2006,US,61.1990523469768
Western,2006,Region average,60.7950167475279
Western,2007,Canada,57.9842479538118
Western,2007,Denmark,62.275093990214
Western,2007,Finland,66.2901716669089
Western,2007,France,67.6848916246966
Western,2007,Germany,59.7623965408826
Western,2007,Netherlands,63.0798070053651
Western,2007,Poland,66.8153481195665
Western,2007,Spain,48.4403731508328
Western,2007,UK,64.2170761226767
Western,2007,US,60.7508460896394
Western,2007,Region average,60.5409142162437
Western,2008,Canada,57.9075675638997
Western,2008,Denmark,61.9505944837187
Western,2008,Finland,66.2219225439426
Western,2008,France,67.9097265360632
Western,2008,Germany,58.7678441616864
Western,2008,Netherlands,62.1511210004666
Western,2008,Poland,66.9861040585107
Western,2008,Spain,50.0700773012856
Western,2008,UK,63.3753598984393
Western,2008,US,60.1288956550794
Western,2008,Region average,60.5856069677182
Western,2009,Canada,57.7527196342078
Western,2009,Denmark,61.6260949772234
Western,2009,Finland,66.0470267697372
Western,2009,France,67.7918039832315
Western,2009,Germany,57.9678516779905
Western,2009,Netherlands,63.1126638895119
Western,2009,Poland,67.0729642754337
Western,2009,Spain,50.1460987535423
Western,2009,UK,63.3472204563774
Western,2009,US,59.4063223075982
Western,2009,Region average,60.5930652363032
Western,2010,Canada,57.1775437826222
Western,2010,Denmark,61.301595470728
Western,2010,Finland,65.7548111843551
Western,2010,France,67.2592293012382
Western,2010,Germany,56.7260450732566
Western,2010,Netherlands,62.4374669215031
Western,2010,Poland,67.1998193875977
Western,2010,Spain,47.920946702854
Western,2010,UK,63.3190810143156
Western,2010,US,58.661646851924
Western,2010,Region average,60.2659631290982
Western,2011,Canada,57.0779299957111
Western,2011,Denmark,60.447478820597
Western,2011,Finland,65.4878861528186
Western,2011,France,66.5929149241454
Western,2011,Germany,56.6094361448268
Western,2011,Netherlands,62.0065979331571
Western,2011,Poland,66.7426493623981
Western,2011,Spain,46.5545864738734
Western,2011,UK,63.2909415722537
Western,2011,US,57.9902892731091
Western,2011,Region average,59.9061337444257
Western,2012,Canada,56.4463828446626
Western,2012,Denmark,59.593362170466
Western,2012,Finland,65.1728828139573
Western,2012,France,65.8508360569239
Western,2012,Germany,57.4049894585999
Western,2012,Netherlands,61.2684981795097
Western,2012,Poland,66.6174068270723
Western,2012,Spain,47.4970461028156
Western,2012,UK,63.2628021301919
Western,2012,US,57.3481886260279
Western,2012,Region average,59.7457017438154
Western,2013,Canada,55.8687317963532
Western,2013,Denmark,58.739245520335
Western,2013,Finland,64.7307213624839
Western,2013,France,65.5078095954296
Western,2013,Germany,57.2493939661409
Western,2013,Netherlands,60.2139530300695
Western,2013,Poland,67.1130859082848
Western,2013,Spain,48.3393367311884
Western,2013,UK,63.1185133124416
Western,2013,US,56.6685647200144
Western,2013,Region average,59.4663057652612
Western,2014,Canada,55.4436663701945
Western,2014,Denmark,58.2559116038867
Western,2014,Finland,64.1833768946284
Western,2014,France,65.3737580177293
Western,2014,Germany,56.5042124844139
Western,2014,Netherlands,59.5710972898978
Western,2014,Poland,66.8853468449976
Western,2014,Spain,48.4161676965171
Western,2014,UK,62.5143603405182
Western,2014,US,56.1129885475956
Western,2014,Region average,59.0231342776705
Western,2015,Canada,54.9744660803216
Western,2015,Denmark,57.7725776874384
Western,2015,Finland,63.5546170392018
Western,2015,France,64.8737175712302
Western,2015,Germany,56.5232432239948
Western,2015,Netherlands,59.6557607686309
Western,2015,Poland,65.9878878039528
Western,2015,Spain,47.209760658882
Western,2015,UK,62.2109969632663
Western,2015,US,55.6046143104575
Western,2015,Region average,58.4578337088158
Western,2016,Canada,55.519336110276
Western,2016,Denmark,58.1211103724265
Western,2016,Finland,62.8256585861119
Western,2016,France,64.7282147969946
Western,2016,Germany,55.6698708060216
Western,2016,Netherlands,59.4917303024463
Western,2016,Poland,65.8019966216822
Western,2016,Spain,44.9494989025084
Western,2016,UK,61.9076335860144
Western,2016,US,55.0036777810218
Western,2016,Region average,57.8159380023864
Western,2017,Canada,55.1785087010765
Western,2017,Denmark,58.2398909442997
Western,2017,Finland,61.7562972023018
Western,2017,France,64.3921406754478
Western,2017,Germany,55.3468083603668
Western,2017,Netherlands,60.2499282517806
Western,2017,Poland,66.2051330547103
Western,2017,Spain,42.9263419257582
Western,2017,UK,61.0525275247486
Western,2017,US,54.2651735706082
Western,2017,Region average,57.4005458968209
Western,2018,Canada,54.395745131563
Western,2018,Denmark,58.1762862649525
Western,2018,Finland,60.600474561843
Western,2018,France,63.4185082763018
Western,2018,Germany,56.6994794906626
Western,2018,Netherlands,62.343332311611
Western,2018,Poland,66.1365930516409
Western,2018,Spain,40.4126196562682
Western,2018,UK,59.8070615370383
Western,2018,US,53.7441468537543
Western,2018,Region average,57.0727595850221
Western,2019,Canada,53.7682193108977
Western,2019,Denmark,58.1723752344695
Western,2019,Finland,59.5784096360857
Western,2019,France,62.572786889981
Western,2019,Germany,56.7639498113767
Western,2019,Netherlands,62.7895296148912
Western,2019,Poland,66.7606093897289
Western,2019,Spain,39.446934211727
Western,2019,UK,58.5235873886592
Western,2019,US,53.7244823722178
Western,2019,Region average,56.6330119946629
Western,2020,Canada,53.1712125717651
Western,2020,Denmark,58.1716947361857
Western,2020,Finland,58.8639490926758
Western,2020,France,62.22751584054
Western,2020,Germany,54.3777598608927
Western,2020,Netherlands,62.00907476591
Western,2020,Poland,66.3413578451948
Western,2020,Spain,39.236538161877
Western,2020,US,53.8153497557794
Western,2020,Region average,55.7297611010147
Western,2021,Canada,52.7852652071107
Western,2021,Denmark,57.6677350805763
Western,2021,Finland,58.3456828309504
Western,2021,Netherlands,61.3928750502521
Western,2021,Spain,38.7155607394034
Western,2021,US,53.5593129484865
Western,2021,Region average,53.6113310434171
Western,2022,Canada,52.084913418653
Western,2022,Denmark,57.1078219445259
Western,2022,Finland,57.6003453781452
Western,2022,Spain,39.6447359838381
Western,2022,US,53.0922834242071
Western,2023,Canada,51.8469440792509
Western,2023,Finland,56.5929072723918
Western,2023,US,52.8186476112438
Western,2024,US,52.8628511469503
