facet,year,series,ours,ft,diff,abs_diff,audit
Western,2020,US,51.824060062448574,53.8153497557794,-1.9912896933308275,1.9912896933308275,chart03_cps_us
Western,2022,US,50.75990179859133,53.0922834242071,-2.332381625615774,2.332381625615774,chart03_cps_us
