facet,year,series,ours,ft,diff,abs_diff,audit
US,2020,D o H,56.43030921065985,58.7406975200982,-2.310388309438352,2.310388309438352,chart02_cps_us
US,2020,No c,47.54405414135779,49.88945080526,-2.345396663902207,2.345396663902207,chart02_cps_us
US,2022,D o H,55.108954995548004,57.754180117121,-2.6452251215729987,2.6452251215729987,chart02_cps_us
US,2022,No c,47.23131782613197,48.7274483554716,-1.4961305293396308,1.4961305293396308,chart02_cps_us
